Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Afmetingen (product.metafields.custom.afmetingen),Besturingssysteem (product.metafields.custom.besturingssysteem),Bluetooth (product.metafields.custom.bluetooth),Connector Pin (product.metafields.custom.connector_pin),Display Poort (product.metafields.custom.display_poort),Draadloos (Wifi) (product.metafields.custom.draadloos_wifi),Draaibaar (product.metafields.custom.draaibaar),Finger Print Reader (product.metafields.custom.finger_print_reader),Formaat (product.metafields.custom.formaat),Gewicht (product.metafields.custom.gewicht),HDMI (product.metafields.custom.hdmi),Hoogte verstelbaar (product.metafields.custom.hoogte_verstelbaar),Ingangsstroom (product.metafields.custom.ingangsstroom),Kantelbaar (product.metafields.custom.kantelbaar),Keyboard Taal (product.metafields.custom.keyboard_taal),Keyboard Verlichting (product.metafields.custom.keyboard_verlichting),korte_product_info (product.metafields.custom.korte_product_info),Model (product.metafields.custom.model),Netwerk / LAN (product.metafields.custom.netwerk_lan),Nieuwprijs was (product.metafields.custom.nieuwprijs_was),Processor (product.metafields.custom.processor_type),RAM geheugen (product.metafields.custom.ram_geheugen),Schermdiagonaal (product.metafields.custom.schermdiagonaal),Schermresolutie (product.metafields.custom.schermresolutie),Smart Card Reader (product.metafields.custom.smart_card_reader),Speaker (product.metafields.custom.speaker),Totale opslagcapaciteit (product.metafields.custom.totale_opslagcapaciteit),Touch Screen (product.metafields.custom.touch_screen),Type opslag (product.metafields.custom.type_opslag),Uitgangsstroom (product.metafields.custom.uitgangsstroom),USB 2.0 Type A (product.metafields.custom.usb_2_0_type_a),USB 3.2 Gen 1 Type A (product.metafields.custom.usb_3_2_gen_1_x_1_type_a),USB 3.2 Gen 1 Type C (product.metafields.custom.usb_3_2_gen_1_x_1_type_c),USB 3.2 Gen 2 Type C (product.metafields.custom.usb_3_2_gen_2_x_1_type_c),USB 3.2 Thunderbolt 3 (product.metafields.custom.usb_3_2_thunderbolt_3),USB 3.2 Thunderbolt 4 (product.metafields.custom.usb_3_2_thunderbolt_4),USB-A (product.metafields.custom.usb_a),USB-B (product.metafields.custom.usb_b),USB-C (product.metafields.custom.usb_c),USB-C met Displayport functie (product.metafields.custom.usb_c_met_displayport_functie),Videokaart (product.metafields.custom.videokaart),Wattage (product.metafields.custom.wattage),Webcam (product.metafields.custom.webcam),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Computer form (product.metafields.shopify.computer-form),Computer specialized features (product.metafields.shopify.computer-specialized-features),Connection type (product.metafields.shopify.connection-type),Cosmetic condition (product.metafields.shopify.cosmetic-condition),Display resolution (product.metafields.shopify.display-resolution),Graphics card type (product.metafields.shopify.graphics-card-type),Memory technology (product.metafields.shopify.memory-technology),Operating system (product.metafields.shopify.operating-system),Processor family (product.metafields.shopify.processor-family),Storage types supported (product.metafields.shopify.storage-types-supported),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hp-elitebook-840-g7-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g7-laptop-864.webp?v=1762258975,2,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g7-laptop-332.webp?v=1762258979,3,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g7-laptop-767.webp?v=1762258983,4,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g7-laptop-743.webp?v=1762258987,5,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g7-laptop-328.webp?v=1762258991,6,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-kopie,HP EliteBook 840 G7,"<h3 data-start=""104"" data-end=""178""><strong data-start=""108"" data-end=""176"">HP EliteBook 840 G7 – Betrouwbare prestaties in een strak design</strong></h3>
<p data-start=""179"" data-end=""437"">De HP EliteBook 840 G7 is een krachtige en representatieve laptop voor zakelijke gebruikers. Met een Intel® Core™ i5-processor van de 10e generatie, 16 GB RAM en een 14 inch Full HD-scherm biedt deze laptop de perfecte balans tussen mobiliteit en prestaties.</p>
<p data-start=""439"" data-end=""473""><strong data-start=""439"" data-end=""471"">Belangrijkste specificaties:</strong></p>
<ul data-start=""474"" data-end=""735"">
<li data-start=""474"" data-end=""536"">
<p data-start=""476"" data-end=""536""><strong data-start=""476"" data-end=""490"">Processor:</strong> Intel Core i5-10310U/ (4 cores, tot 4,9 GHz)</p>
</li>
<li data-start=""537"" data-end=""569"">
<p data-start=""539"" data-end=""569""><strong data-start=""539"" data-end=""552"">Geheugen:</strong> 16 GB DDR4 RAM</p>
</li>
<li data-start=""570"" data-end=""606"">
<p data-start=""572"" data-end=""606""><strong data-start=""572"" data-end=""583"">Opslag:</strong> 256 GB PCIe NVMe SSD</p>
</li>
<li data-start=""607"" data-end=""675"">
<p data-start=""609"" data-end=""675""><strong data-start=""609"" data-end=""625"">Beeldscherm:</strong> 14 inch Full HD (1920 x 1080), antireflecterend</p>
</li>
<li data-start=""676"" data-end=""735"">
<p data-start=""678"" data-end=""735""><strong data-start=""678"" data-end=""700"">Besturingssysteem:</strong> Windows 11 Pro (voorgeïnstalleerd)</p>
</li>
</ul>
<p data-start=""737"" data-end=""983""><strong data-start=""737"" data-end=""765"">Slim en duurzaam ontwerp</strong><br data-start=""765"" data-end=""768"">De EliteBook 840 G7 heeft een lichtgewicht aluminium behuizing en is getest volgens de MIL-STD 810H-normen. Het slanke profiel en het professionele uiterlijk maken deze laptop ideaal voor zowel kantoor als onderweg.</p>
<p data-start=""985"" data-end=""1014""><strong data-start=""985"" data-end=""1012"">Betrouwbare beveiliging</strong></p>
<ul data-start=""1015"" data-end=""1160"">
<li data-start=""1015"" data-end=""1066"">
<p data-start=""1017"" data-end=""1066"">TPM 2.0 chip voor veilige gegevensversleuteling</p>
</li>
<li data-start=""1067"" data-end=""1108"">
<p data-start=""1069"" data-end=""1108"">HP BIOS-beveiliging (Sure Start Gen5)</p>
</li>
<li data-start=""1109"" data-end=""1160"">
<p data-start=""1111"" data-end=""1160"">IR-camera of vingerafdruklezer voor Windows Hello</p>
</li>
</ul>",Ecomputer,Electronics > Computers > Laptops,Laptop,"conditie-5, Intel Core i5, Renewed, Touchscreen, Windows 11 Pro",false,Title,Default Title,,,,,,,,4R1771042,2310.0,shopify,0,deny,manual,395.00,,true,true,,,,,'8721077053172,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/Laptops-HPEliteBook840G7-Vooraanzicht-Webp_e9a42314-1fb9-42d6-a183-a3c79ee838e0.webp?v=1751526284,1,HP EliteBook 840 G7 - Laptop,false,HP EliteBook 840 G7 - Huren | Ecomputer,"De HP EliteBook 840 G7 is een krachtige en representatieve laptop voor zakelijke gebruikers. Met een Intel® Core™ i5-processor van de 10e generatie, 16 GB RAM en een 14 inch Full HD-scherm biedt deze laptop de perfecte balans tussen mobiliteit en prestaties.",,,,,,,,,,,,"32,36 cm × 21,47 cm × 1,79 cm",Windows 11 Pro,Ja,,Nee,Ja,,Ja,,"1,32kg",1 × HDMI 1.4b,,,,US-NL,Ja,"840 G7 / i5-10310U / 16GB / 256GB-NVMe / 14"" FHD Touch / Windows 11 Pro",HP EliteBook 840 G7,Nee,1115.00 EUR,Intel Core i5-10310U,16GB,"14"" ",1920 x 1080 FHD,Ja,,256GB,Ja,NVMe SSD,,,2,0,0,2,0,,,,Ja,Intel UHD Graphics geïntegreerd,,Ja,,silver,notebook,,,renewed,1920-x-1080,geintegreerd,,windows-11,intel-core-i5,,,,,,,kg,,,draft
hp-elitebook-840-g7-kopie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/Laptops-HPEliteBook840G7-Zijaanzichtlinks-Webp_2d1a3b3e-2715-4752-a8e3-eeafd40a469a.webp?v=1751526284,2,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-kopie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/Laptops-HPEliteBook840G7-Schuinachter-Webp_9817801d-6d4c-4485-83de-8b5a77d882a4.webp?v=1751526284,3,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-kopie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/Laptops-HPEliteBook840G7-Zijaanzichtrechts-Webp_72966d77-015f-4ee4-9e3a-9669cae0a656.webp?v=1751526284,4,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-kopie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/Laptops-HPEliteBook840G7-Zijkanten-Webp_5382ee28-9c84-4545-88e9-f092aa707869.webp?v=1751526284,5,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g7-kopie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/Laptops-HPEliteBook840G7-Achterkant-Webp_486457b4-b4f1-4090-aad8-e458dd9960e9.webp?v=1751526284,6,HP EliteBook 840 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-x360-1040-g8,HP EliteBook x360 1040 G8,"<h3 data-start=""115"" data-end=""205""><strong data-start=""119"" data-end=""203"">HP EliteBook x360 1040 G8 – Flexibele 2-in-1 laptop voor de moderne professional</strong></h3>
<p data-start=""206"" data-end=""495"">De HP EliteBook x360 1040 G8 is een krachtige en veelzijdige 2-in-1 laptop, ontworpen voor professionals die flexibiliteit en prestaties combineren. Met een 360-graden scharnier, touchscreen en hoogwaardige componenten is dit model ideaal voor presentaties, vergaderingen en mobiel werken.</p>
<p data-start=""497"" data-end=""531""><strong data-start=""497"" data-end=""529"">Belangrijkste specificaties:</strong></p>
<ul data-start=""532"" data-end=""806"">
<li data-start=""532"" data-end=""594"">
<p data-start=""534"" data-end=""594""><strong data-start=""534"" data-end=""548"">Processor:</strong> Intel Core i7-1185G7 (4 cores, tot 4,8 GHz)</p>
</li>
<li data-start=""595"" data-end=""627"">
<p data-start=""597"" data-end=""627""><strong data-start=""597"" data-end=""610"">Geheugen:</strong> 16 GB DDR4 RAM</p>
</li>
<li data-start=""628"" data-end=""664"">
<p data-start=""630"" data-end=""664""><strong data-start=""630"" data-end=""641"">Opslag:</strong> 512 GB PCIe NVMe SSD</p>
</li>
<li data-start=""665"" data-end=""746"">
<p data-start=""667"" data-end=""746""><strong data-start=""667"" data-end=""683"">Beeldscherm:</strong> 14 inch Full HD (1920 x 1080), antireflecterend, touchscreen</p>
</li>
<li data-start=""747"" data-end=""806"">
<p data-start=""749"" data-end=""806""><strong data-start=""749"" data-end=""771"">Besturingssysteem:</strong> Windows 11 Pro (voorgeïnstalleerd)</p>
</li>
</ul>
<p data-start=""808"" data-end=""1069""><strong data-start=""808"" data-end=""836"">Slim en duurzaam ontwerp</strong><br data-start=""836"" data-end=""839"">Dankzij het 360° draaibare scharnier gebruik je deze laptop als notebook, tablet of in tent- en presentatie-modus. De aluminium behuizing is licht, stevig en voldoet aan de MIL-STD 810H-normen voor duurzaamheid en betrouwbaarheid.</p>
<p data-start=""1071"" data-end=""1100""><strong data-start=""1071"" data-end=""1098"">Betrouwbare beveiliging</strong></p>
<ul data-start=""1101"" data-end=""1334"">
<li data-start=""1101"" data-end=""1152"">
<p data-start=""1103"" data-end=""1152"">TPM 2.0 chip voor veilige gegevensversleuteling</p>
</li>
<li data-start=""1153"" data-end=""1194"">
<p data-start=""1155"" data-end=""1194"">HP BIOS-beveiliging (Sure Start Gen5)</p>
</li>
<li data-start=""1195"" data-end=""1259"">
<p data-start=""1197"" data-end=""1259"">Ingebouwde IR-camera en vingerafdruklezer voor Windows Hello</p>
</li>
<li data-start=""1260"" data-end=""1334"">
<p data-start=""1262"" data-end=""1334"">Privacy-opties zoals een fysieke webcamsluiter en optionele HP Sure View</p>
</li>
</ul>",Ecomputer,Electronics > Computers > Laptops,Laptop,"conditie-5, Intel Core i7, Omklapbaar, Renewed, Touchscreen, Windows 11 Pro",true,Title,Default Title,,,,,,,,4R2949932,3000.0,shopify,75,deny,manual,544.00,,true,true,,,,,'8721077053318,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-154.webp?v=1762259446,1,HP EliteBook x360 1040 G8 - Laptop,false,HP EliteBook x360 1040 G8 - Huren | Ecomputer,"De HP EliteBook x360 1040 G8 is een krachtige en veelzijdige 2-in-1 laptop, ontworpen voor professionals die flexibiliteit en prestaties combineren. Met een 360-graden scharnier.",,,,,,,,,,,,"31,93 cm x 20,27cm x 1,66cm",Windows 11 Pro,Ja,,Nee,Ja,,Ja,,"1,32",1 × HDMI 2.0b ,,,,US-NL,Ja,"x360 1040 G8 / i7-1185G7 / 16GB / 512GB-NVMe / 14"" FHD Touch / Windows 11 Pro",HP EliteBook x360 1040 G8,Nee,1280.00 EUR,Intel Core i7-1185G7,16GB,"14"" ",1920 × 1080,Nee,,512GB,Ja,NVMe SSD ,,,2,0,0,0,2,,,,Ja,Intel Iris Xe Graphics geïntegreerd,,Ja,,silver,notebook,,,renewed,1920-x-1080,geintegreerd,,windows-11,intel-core-i7-1,,,,,,,kg,,,active
hp-elitebook-x360-1040-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-651.webp?v=1762259450,2,HP EliteBook x360 1040 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-x360-1040-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-347.webp?v=1762259454,3,HP EliteBook x360 1040 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-x360-1040-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-277.webp?v=1762259458,4,HP EliteBook x360 1040 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-x360-1040-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-847.webp?v=1762259462,5,HP EliteBook x360 1040 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-x360-1040-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-544.webp?v=1762259467,6,HP EliteBook x360 1040 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-x360-1040-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-529.webp?v=1762259471,7,HP EliteBook x360 1040 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-x360-1040-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-103.webp?v=1762259477,8,HP EliteBook x360 1040 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-x360-1040-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-x360-1040-g8-laptop-185.webp?v=1762259481,9,HP EliteBook x360 1040 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g8-1,HP EliteBook 840 G8,"<h3 data-start=""109"" data-end=""192""><strong data-start=""113"" data-end=""190"">HP EliteBook 840 G8 – Slanke zakelijke laptop met uitgebreide beveiliging</strong></h3>
<p data-start=""193"" data-end=""473"">De HP EliteBook 840 G8 is ontworpen voor professionals die betrouwbaarheid, veiligheid en mobiliteit nodig hebben. Met een snelle Intel® Core™ i5-processor, 16 GB RAM en diverse zakelijke features is dit model perfect geschikt voor dagelijks gebruik in veeleisende werkomgevingen.</p>
<p data-start=""475"" data-end=""509""><strong data-start=""475"" data-end=""507"">Belangrijkste specificaties:</strong></p>
<ul data-start=""510"" data-end=""771"">
<li data-start=""510"" data-end=""572"">
<p data-start=""512"" data-end=""572""><strong data-start=""512"" data-end=""526"">Processor:</strong> Intel Core i5-1145G7 (4 cores, tot 4,4 GHz)</p>
</li>
<li data-start=""573"" data-end=""605"">
<p data-start=""575"" data-end=""605""><strong data-start=""575"" data-end=""588"">Geheugen:</strong> 16 GB DDR4 RAM</p>
</li>
<li data-start=""606"" data-end=""642"">
<p data-start=""608"" data-end=""642""><strong data-start=""608"" data-end=""619"">Opslag:</strong> 256 GB PCIe NVMe SSD</p>
</li>
<li data-start=""643"" data-end=""711"">
<p data-start=""645"" data-end=""711""><strong data-start=""645"" data-end=""661"">Beeldscherm:</strong> 14 inch Full HD (1920 x 1080), antireflecterend</p>
</li>
<li data-start=""712"" data-end=""771"">
<p data-start=""714"" data-end=""771""><strong data-start=""714"" data-end=""736"">Besturingssysteem:</strong> Windows 11 Pro (voorgeïnstalleerd)</p>
</li>
</ul>
<p data-start=""773"" data-end=""986""><strong data-start=""773"" data-end=""801"">Slim en duurzaam ontwerp</strong><br data-start=""801"" data-end=""804"">Deze laptop heeft een aluminium behuizing die stevig en stijlvol is, maar toch licht van gewicht. MIL-STD 810H-getest, zodat je zeker weet dat hij bestand is tegen intensief gebruik.</p>
<p data-start=""988"" data-end=""1017""><strong data-start=""988"" data-end=""1015"">Betrouwbare beveiliging</strong></p>
<ul data-start=""1018"" data-end=""1236"">
<li data-start=""1018"" data-end=""1069"">
<p data-start=""1020"" data-end=""1069"">TPM 2.0 chip voor veilige gegevensversleuteling</p>
</li>
<li data-start=""1070"" data-end=""1111"">
<p data-start=""1072"" data-end=""1111"">HP BIOS-beveiliging (Sure Start Gen5)</p>
</li>
<li data-start=""1112"" data-end=""1176"">
<p data-start=""1114"" data-end=""1176"">Ingebouwde IR-camera en vingerafdruklezer voor Windows Hello</p>
</li>
<li data-start=""1177"" data-end=""1236"">
<p data-start=""1179"" data-end=""1236"">Smartcard reader voor extra verificatie op bedrijfsniveau</p>
</li>
</ul>",Ecomputer,Electronics > Computers > Laptops,Laptop,"conditie-5, Intel Core i5, Renewed, Windows 11 Pro",true,Title,Default Title,,,,,,,,4R5213932,2140.0,shopify,155,deny,manual,433.00,,true,true,,,,,'8721077053950,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g8-laptop-595.webp?v=1762259190,1,HP EliteBook 840 G8 - Laptop,false,HP EliteBook 840 G8 - Huren | Ecomputer,"De HP EliteBook 840 G8 is ontworpen voor professionals die betrouwbaarheid, veiligheid en mobiliteit nodig hebben. Met een snelle Intel® Core™ i5-processor, 16 GB RAM en diverse zakelijke features is dit model perfect geschikt voor dagelijks gebruik in veeleisende werkomgevingen.",,,,,,,,,,,,"32,34cm x 21,46cm x 1,79cm",Windows 11 Pro,Ja,,Nee,Ja,,Ja,,"1,35kg ",1 × HDMI 2.0b,,,,US-NL,Ja,"840 G8 / i5-1145G7 / 16GB / 256GB-NVMe / 14"" FHD / Windows 11 Pro",HP EliteBook 840 G8,Nee,1660.00 EUR,Intel Core i5-1145G7,16GB,"14"" ",1920 x 1080 FHD,Ja,,256GB,Nee,NVMe SSD ,,,2,0,0,0,2,,,,Ja,Intel Iris Xe Graphics geïntegreerd,,Ja,,silver,notebook,,,renewed,1920-x-1080,geintegreerd,,windows-11,intel-core-i5,,,,,,,kg,,,active
hp-elitebook-840-g8-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g8-laptop-788.webp?v=1762259194,2,HP EliteBook 840 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g8-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g8-laptop-450.webp?v=1762259198,3,HP EliteBook 840 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g8-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g8-laptop-312.webp?v=1762259203,4,HP EliteBook 840 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g8-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g8-laptop-218.webp?v=1762259207,5,HP EliteBook 840 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-elitebook-840-g8-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-elitebook-840-g8-laptop-568.webp?v=1762259211,6,HP EliteBook 840 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
